Quote_ID,Failure_Category,Gold_Speaker,Candidate_List,Quote,Context (Referring Expression),Explicit Signals Present?,Pronouns Detected,Proper Names Detected,Dialogue Tag Detected,Previous Speaker,Conversation Turn Index,Discourse Context Length,ANNOTATION: Primary Category,ANNOTATION: Secondary Category,ANNOTATION: Evidence,ANNOTATION: Context Window Needed,ANNOTATION: Confidence,ANNOTATION: Explicit Alternative Feasible?,ANNOTATION: Notes,LR_Prediction,GBM_Prediction
PrideAndPrejudice_235,Both_Fail,Mr. Darcy,Kitty | Mr. Bingley | Miss Bingley | Elizabeth | Mr. Darcy | Lydia | Mrs. Bennet,"I have been used to consider poetry as the _food_ of love,",said Darcy,No,None,Darcy,said,Mrs. Bennet,236.0,10.0,1. Reference: Coreference and Aliasing,,alias,Local,High,Yes,Alias 'Darcy' vs 'Mr. Darcy',Elizabeth,Elizabeth
PrideAndPrejudice_237,Both_Fail,Mr. Bingley,Kitty | Mr. Bingley | Miss Bingley | Elizabeth | Lydia | Mr. Darcy | Jane | Mrs. Bennet,"I am perfectly ready, I assure you, to keep my engagement; and when
your sister is recovered, you shall if you please name the very day of
the ball. But you would not wish to be dancing while she is ill.",nan,No,None,None,None,Mr. Darcy,238.0,3.0,2. Discourse: Speaker Continuity,,dialogue tag absent,Nearby,High,Yes,Turn continuation,Mr. Darcy,Mr. Darcy
PrideAndPrejudice_844,Both_Fail,Elizabeth,Mrs. Gardiner | Elizabeth | Mr. Darcy | Mr. Gardiner | Mrs. Reynolds,"What will be his surprise, when he knows who they are! He takes them now for people of
fashion.",thought she,No,she,None,None,Mrs. Reynolds,845.0,11.0,1. Reference: Coreference and Aliasing,,pronoun,Nearby,High,Yes,Pronoun 'she',Mrs. Reynolds,Mrs. Reynolds
AlicesAdventuresInWonderland_352,Both_Fail,Alice,Hare | The Dormouse | Alice | The Hatter,"That's very curious! But
everything's curious today. I think I may as well go in at once.",she thought,No,she,None,None,The Hatter,353.0,11.0,1. Reference: Coreference and Aliasing,,pronoun,Nearby,High,Yes,Pronoun 'she',The Hatter,The Hatter
AlicesAdventuresInWonderland_97,Explicit_Present_But_Fail,Alice,Old Magpie | Alice | A Canary | The White Rabbit | The Lory,"Oh, you foolish Alice! How can you learn
lessons in here? Why, there's hardly room for _you_, and no room at all
for any lesson-books!",she answered herself,Yes,she,None,answered,Alice,98.0,20.0,1. Reference: Coreference and Aliasing,,pronoun,Nearby,High,Yes,Pronoun 'she',Old Magpie,Old Magpie
DaisyMiller_423,GBM_Only,Daisy Miller,Mrs. Walker | Mrs. Miller | Mr. Giovanelli | Daisy Miller | Winterbourne,Is there anyone I know?,she asked,No,she,None,asked,Mrs. Walker,424.0,9.0,1. Reference: Coreference and Aliasing,,pronoun,Nearby,High,Yes,Pronoun 'she',Mrs. Miller,Daisy Miller
PrideAndPrejudice_850,GBM_Only,Mr. Gardiner,Mrs. Gardiner | Elizabeth | Mr. Darcy | Mr. Gardiner | Mrs. Reynolds,"I was never more surprised than by his behaviour to us. It was more
than civil; it was really attentive; and there was no necessity for such
attention. His acquaintance with Elizabeth was very trifling.",nan,Yes,None,None,None,Mr. Gardiner,851.0,3.0,2. Discourse: Speaker Continuity,,dialogue tag absent,Nearby,High,Yes,Turn continuation,Mrs. Reynolds,Mr. Gardiner
PrideAndPrejudice_576,GBM_Only,Charlotte Lucas,Sir William Lucas | Mrs. Gardiner | Elizabeth | Charlotte Lucas | Maria | Mrs. Bennet,"My father and Maria are to come to me in March, and
I hope you will consent to be of the party. Indeed, Eliza, you will be
as welcome to me as either of them.",added Charlotte,No,None,Charlotte,added,Elizabeth,577.0,15.0,1. Reference: Coreference and Aliasing,,alias,Local,High,Yes,Alias 'Charlotte' vs 'Charlotte Lucas',Mrs. Gardiner,Charlotte Lucas
PrideAndPrejudice_907,Explicit_Present_But_Fail,Mary,Kitty | Mrs. Gardiner | Elizabeth | Mr. Gardiner | Mary | Jane | Mrs. Bennet,"This is a most unfortunate affair; and will probably be much talked of.
But we must stem the tide of malice, and pour into the wounded bosoms of
each other, the balm of sisterly consolation.",she was mistress enough of herself to whisper to Elizabeth,Yes,she,Elizabeth,None,Mr. Gardiner,908.0,58.0,1. Reference: Coreference and Aliasing,3. Pragmatics: Speaker–Addressee Semantics,pronoun,Nearby,High,Yes,Pronoun 'she' whispering to Elizabeth,Mr. Gardiner,Mr. Gardiner
AlicesAdventuresInWonderland_677,Both_Fail,The King Of Hearts,"Hare | The Queen | Alice | The King Of Hearts | Two | The White Rabbit | Bill, The Lizard | Five | Seven | The Gryphon | The Knave Of Hearts","That's the most important piece of evidence we've heard yet, so now let the jury--",said the King,No,None,King,said,The White Rabbit,678.0,13.0,1. Reference: Coreference and Aliasing,,alias,Local,High,Yes,Alias 'the King',The White Rabbit,The White Rabbit
PrideAndPrejudice_577,Both_Fail,Mrs. Gardiner,George Wickham | Mrs. Gardiner | Elizabeth | Charlotte Lucas | Miss King | Mrs. Bennet,"But, my dear Elizabeth, what sort of girl is Miss King? I
should be sorry to think our friend mercenary.",she added,No,she,None,added,Charlotte Lucas,578.0,9.0,3. Pragmatics: Speaker–Addressee Semantics,1. Reference: Coreference and Aliasing,explicit addressee,Local,High,No,Addresses 'my dear Elizabeth',Charlotte Lucas,Charlotte Lucas
AlicesAdventuresInWonderland_655,Explicit_Present_But_Fail,Alice,The King Of Hearts | The White Rabbit | Alice,"but it doesn't matter a bit,",she thought to herself,Yes,she,None,None,The King Of Hearts,656.0,22.0,1. Reference: Coreference and Aliasing,,pronoun,Nearby,High,Yes,Pronoun 'she',The King Of Hearts,The King Of Hearts
PrideAndPrejudice_1101,Both_Fail,Jane,Kitty | Mr. Bennet | Mr. Bingley | Elizabeth | Mary | Jane | Mrs. Bennet,"I hope not so. Imprudence or thoughtlessness in money matters, would be
unpardonable in _me_.",nan,No,None,None,None,Mr. Bennet,1102.0,3.0,2. Discourse: Speaker Continuity,,dialogue tag absent,Nearby,High,Yes,Turn continuation,Mr. Bingley,Mr. Bingley
AlicesAdventuresInWonderland_457,Both_Fail,Alice,The Mock Turtle | The Queen | Alice | The King Of Hearts | The Gryphon,What is his sorrow?,she asked the Gryphon,No,she,Gryphon,asked,The Gryphon,458.0,21.0,1. Reference: Coreference and Aliasing,,pronoun,Nearby,High,Yes,Pronoun 'she',The Gryphon,The Gryphon
PrideAndPrejudice_18,GBM_Only,Mrs. Bennet,Kitty | Lady Lucas | Mr. Bennet | Sir William Lucas | Elizabeth | Lydia | Mary | Jane | Mrs. Bennet,"But consider your daughters. Only think what an establishment it would
be for one of them. Sir William and Lady Lucas are determined to go,
merely on that account, for in general you know they visit no new
comers. Indeed you must go, for it will be impossible for _us_ to visit
him, if you do not.",nan,Yes,None,None,None,Mrs. Bennet,19.0,3.0,3. Pragmatics: Speaker–Addressee Semantics,2. Discourse: Speaker Continuity,explicit addressee,Nearby,High,No,Addresses 'your daughters',Lady Lucas,Mrs. Bennet
DaisyMiller_514,Explicit_Present_But_Fail,Mr. Giovanelli,Mr. Giovanelli | Daisy Miller | Winterbourne,"Let us hope he is not very hungry, He will have to take me first; you will serve for dessert!",responded the ingenious Giovanelli,Yes,None,Giovanelli,None,Daisy Miller,515.0,34.0,1. Reference: Coreference and Aliasing,,alias,Local,High,Yes,Alias 'Giovanelli' vs 'Mr. Giovanelli',Daisy Miller,Daisy Miller
PrideAndPrejudice_653,Both_Fail,Mr. Darcy,Elizabeth | Mr. Darcy | Colonel Fitzwilliam | Lady Catherine De Bourgh,Perfectly so--I thank you.,nan,No,None,None,None,Lady Catherine De Bourgh,654.0,3.0,2. Discourse: Speaker Continuity,,dialogue tag absent,Nearby,High,Yes,Turn continuation,Lady Catherine De Bourgh,Lady Catherine De Bourgh
PrideAndPrejudice_1033,Both_Fail,Mrs. Bennet,George Wickham | Kitty | Jane | Mr. Bennet | Elizabeth | Mary | Lydia | Mrs. Bennet,"Oh! my dear Lydia, when shall we meet again?",she cried,No,she,None,cried,George Wickham,1034.0,9.0,3. Pragmatics: Speaker–Addressee Semantics,1. Reference: Coreference and Aliasing,explicit addressee,Local,High,No,Addresses 'my dear Lydia',Elizabeth,Elizabeth
PrideAndPrejudice_446,GBM_Only,Mr. Collins,Mr. Collins | Miss Bingley | Elizabeth | Mr. Darcy | Charlotte Lucas | Jane,"My dear Miss Elizabeth, I have the highest opinion in the world of your
excellent judgment in all matters within the scope of your
understanding, but permit me to say that there must be a wide difference
between the established forms of ceremony amongst the laity, and those
which regulate the clergy; for give me leave to observe that I consider
the clerical office as equal in point of dignity with the highest rank
in the kingdom--provided that a proper humility of behaviour is at the
same time maintained. You must therefore allow me to follow the dictates
of my conscience on this occasion, which leads me to perform what I look
on as a point of duty. Pardon me for neglecting to profit by your
advice, which on every other subject shall be my constant guide, though
in the case before us I consider myself more fitted by education and
habitual study to decide on what is right than a young lady like
yourself.",Mr Collins listened to her with the determined air of following his own inclination and when she ceased speaking replied thus,Yes,"her, she, his","Mr, Collins",replied,Elizabeth,447.0,125.0,1. Reference: Coreference and Aliasing,,alias,Local,High,Yes,'Mr Collins' punctuation,Miss Bingley,Mr. Collins
PrideAndPrejudice_1120,Both_Fail,Mrs. Bennet,Elizabeth | Jane | Lady Catherine De Bourgh | Mrs. Bennet,"Go, my dear, and shew her ladyship about the
different walks. I think she will be pleased with the hermitage.",cried her mother,No,her,None,cried,Lady Catherine De Bourgh,1121.0,16.0,1. Reference: Coreference and Aliasing,,alias,Nearby,High,Yes,'her mother',Jane,Jane
PrideAndPrejudice_1041,GBM_Only,Mrs. Bennet,George Wickham | Mrs. Philips | Mr. Bingley | Mr. Bennet | Elizabeth | Lydia | Jane | Mrs. Bennet,"Well, well, and so Mr. Bingley is coming down, sister,",nan,No,None,None,None,Elizabeth,1042.0,3.0,3. Pragmatics: Speaker–Addressee Semantics,2. Discourse: Speaker Continuity,explicit addressee,Nearby,High,No,Addresses 'sister',George Wickham,Mrs. Bennet
AlicesAdventuresInWonderland_394,Explicit_Present_But_Fail,Alice,The Queen | The Cat | The White Rabbit | Alice,"It's the Cheshire Cat: now I shall have somebody to talk
to.",she said to herself,Yes,she,None,said,The Queen,395.0,19.0,1. Reference: Coreference and Aliasing,,pronoun,Nearby,High,Yes,Pronoun 'she',The Queen,The Queen
AlicesAdventuresInWonderland_596,Both_Fail,The King Of Hearts,"Hare | The Queen | Alice | The King Of Hearts | Two | The White Rabbit | Bill, The Lizard | The Hatter | The Dormouse | Five | Seven | The Gryphon | The Knave Of Hearts","Take off your hat,",the King said to the Hatter,No,None,"King, Hatter",said,The Dormouse,597.0,27.0,1. Reference: Coreference and Aliasing,,alias,Local,High,Yes,Alias 'the King',The Hatter,The Hatter
PrideAndPrejudice_584,GBM_Only,Elizabeth,Mrs. Gardiner | Elizabeth | Charlotte Lucas | Miss King | Mrs. Bennet,"A man in distressed circumstances has not time for all those elegant
decorums which other people may observe. If _she_ does not object to it,
why should _we_?",nan,Yes,None,None,None,Elizabeth,585.0,3.0,2. Discourse: Speaker Continuity,,dialogue tag absent,Nearby,High,Yes,Turn continuation,Charlotte Lucas,Elizabeth
DaisyMiller_248,GBM_Only,Daisy Miller,Eugenio | Daisy Miller | Mrs. Miller | Winterbourne,"Pray do, and I ll carry round your hat. It will pay the expenses of our
journey.",nan,Yes,None,None,None,Daisy Miller,249.0,3.0,2. Discourse: Speaker Continuity,,dialogue tag absent,Nearby,High,Yes,Turn continuation,Eugenio,Daisy Miller
AlicesAdventuresInWonderland_66,Both_Fail,Alice,Old Magpie | Alice | The Mouse | A Canary | The Duck | An Old Crab | The Lory | The Young Crab | The Dodo | The Eaglet,"Only a thimble,",nan,No,None,None,None,The Dodo,67.0,3.0,2. Discourse: Speaker Continuity,,dialogue tag absent,Nearby,High,Yes,Turn continuation,The Dodo,The Dodo
PrideAndPrejudice_319,GBM_Only,Mr. Bennet,Kitty | Jane | Mr. Collins | Mr. Bennet | Miss Bingley | Elizabeth | Mr. Darcy | Mary | Lydia | Mrs. Bennet,"About a month ago I received this letter, and about a fortnight ago I
answered it, for I thought it a case of some delicacy, and requiring
early attention. It is from my cousin, Mr. Collins, who, when I am dead,
may turn you all out of this house as soon as he pleases.",he thus explained,No,he,None,None,Mrs. Bennet,320.0,17.0,1. Reference: Coreference and Aliasing,,pronoun,Nearby,High,Yes,Pronoun 'he',Mr. Collins,Mr. Bennet
PrideAndPrejudice_1252,Both_Fail,Mr. Darcy,Elizabeth | Mr. Darcy | Mrs. Bennet | Mr. Bennet,"I cannot fix on the hour, or the spot, or the look, or the words, which
laid the foundation. It is too long ago. I was in the middle before I
knew that I _had_ begun.",nan,No,None,None,None,Mr. Bennet,1253.0,3.0,2. Discourse: Speaker Continuity,,dialogue tag absent,Nearby,High,Yes,Turn continuation,Mr. Bennet,Mr. Bennet
DaisyMiller_326,Explicit_Present_But_Fail,Mrs. Miller,Mrs. Walker | Randolph | Mrs. Miller | Daisy Miller | Winterbourne,"I
guess we ll go back to the hotel,",she said,Yes,she,None,said,Mrs. Walker,327.0,8.0,1. Reference: Coreference and Aliasing,,pronoun,Nearby,High,Yes,Pronoun 'she',Mrs. Walker,Mrs. Walker
PrideAndPrejudice_58,Both_Fail,Mrs. Bennet,Maria | Kitty | Jane | Mr. Bennet | Mr. Bingley | Elizabeth | Mr. Darcy | Charlotte Lucas | Mary | Lydia | Mrs. Bennet,"we have had a most
delightful evening, a most excellent ball. I wish you had been there.
Jane was so admired, nothing could be like it. Every body said how well
she looked; and Mr. Bingley thought her quite beautiful, and danced with
her twice. Only think of _that_ my dear; he actually danced with her
twice; and she was the only creature in the room that he asked a second
time. First of all, he asked Miss Lucas. I was so vexed to see him stand up with her; but, however, he did not admire her at all: indeed, nobody
can, you know; and he seemed quite struck with Jane as she was going
down the dance. So, he enquired who she was, and got introduced, and
asked her for the two next. Then, the two third he danced with Miss
King, and the two fourth with Maria Lucas, and the two fifth with Jane
again, and the two sixth with Lizzy, and the Boulanger----",nan,No,None,None,None,Mr. Darcy,59.0,3.0,3. Pragmatics: Speaker–Addressee Semantics,2. Discourse: Speaker Continuity,topic continuation,Conversation,High,No,Discusses Jane and Bingley familiarly,Mr. Darcy,Mr. Darcy
AlicesAdventuresInWonderland_182,Explicit_Present_But_Fail,Alice,The Pigeon | Alice,"Come, there's half my plan
done now! How puzzling all these changes are! I'm never sure what I'm
going to be, from one minute to another! However, I've got back to my
right size: the next thing is, to get into that beautiful garden--how
_is_ that to be done, I wonder?",got used to it in a few minutes and began talking to herself,Yes,None,None,None,Alice,183.0,60.0,2. Discourse: Speaker Continuity,1. Reference: Coreference and Aliasing,topic continuation,Nearby,High,Yes,Implicit subject in context tag,The Pigeon,The Pigeon
PrideAndPrejudice_151,Both_Fail,Mrs. Bennet,Mr. Bennet | Elizabeth | Lydia | Jane | Mrs. Bennet,"This was a lucky idea of mine, indeed!",said Mrs Bennet,No,None,"Mrs, Bennet",said,Mr. Bennet,152.0,15.0,1. Reference: Coreference and Aliasing,,alias,Local,High,Yes,'Mrs Bennet',Mr. Bennet,Mr. Bennet
DaisyMiller_98,Both_Fail,Winterbourne,Eugenio | Randolph | Mrs. Costello | Mrs. Miller | Daisy Miller | Winterbourne,"I am afraid you don t approve of them,",he said,No,he,None,said,Daisy Miller,99.0,7.0,1. Reference: Coreference and Aliasing,,pronoun,Nearby,High,Yes,Pronoun 'he',Eugenio,Eugenio
PrideAndPrejudice_1113,Both_Fail,Mrs. Bennet,Kitty | Mr. Bennet | Mr. Bingley | Lady Catherine De Bourgh | Elizabeth | Lydia | Jane | Mrs. Bennet,"Yes, madam, She is my youngest girl but one. My youngest of all, is lately married,
and my eldest is somewhere about the grounds, walking with a young man,
who I believe will soon become a part of the family.",said Mrs Bennet,No,None,"Mrs, Bennet",said,Lady Catherine De Bourgh,1114.0,15.0,1. Reference: Coreference and Aliasing,,alias,Local,High,Yes,'Mrs Bennet',Kitty,Kitty
AlicesAdventuresInWonderland_667,Both_Fail,The King Of Hearts,"Hare | The Queen | Alice | The King Of Hearts | Two | The White Rabbit | Bill, The Lizard | Five | Seven | The Gryphon | The Knave Of Hearts","It must have been that, unless it was written to
nobody, which isn't usual, you know.",said the King,No,None,King,said,The Queen,668.0,13.0,1. Reference: Coreference and Aliasing,,alias,Local,High,Yes,'the King',Hare,The White Rabbit
PrideAndPrejudice_366,GBM_Only,George Wickham,Elizabeth | Mr. Darcy | George Wickham | The Late Mr. Darcy,"A thorough, determined dislike of me--a dislike which I cannot but
attribute in some measure to jealousy. Had the late Mr. Darcy liked me
less, his son might have borne with me better; but his father's uncommon
attachment to me, irritated him I believe very early in life. He had not
a temper to bear the sort of competition in which we stood--the sort of
preference which was often given me.",nan,Yes,None,None,None,George Wickham,367.0,3.0,2. Discourse: Speaker Continuity,,topic continuation,Nearby,High,Yes,Continuing narrative thread,The Late Mr. Darcy,George Wickham
PrideAndPrejudice_498,Both_Fail,Elizabeth,George Wickham | Mr. Collins | Mr. Bingley | Mr. Bennet | Miss Bingley | Elizabeth | Lydia | Jane | Mrs. Bennet,It is only evident that Miss Bingley does not mean he _should_.,nan,No,None,None,None,Jane,499.0,3.0,2. Discourse: Speaker Continuity,,dialogue tag absent,Nearby,High,Yes,Turn continuation,George Wickham,George Wickham
AlicesAdventuresInWonderland_122,Explicit_Present_But_Fail,Alice,Bill | Pat | The White Rabbit | Alice,"I'll put a stop to
this,",she said to herself,Yes,she,None,said,The White Rabbit,123.0,19.0,1. Reference: Coreference and Aliasing,,pronoun,Nearby,High,Yes,Pronoun 'she',The White Rabbit,The White Rabbit
AlicesAdventuresInWonderland_661,Both_Fail,The King Of Hearts,"Hare | The Queen | Alice | The King Of Hearts | Two | The White Rabbit | Bill, The Lizard | Five | Seven | The Gryphon | The Knave Of Hearts","It's the oldest rule in the book,",said the King,No,None,King,said,The Queen,662.0,13.0,1. Reference: Coreference and Aliasing,,alias,Local,High,Yes,'the King',Hare,Alice
PrideAndPrejudice_1018,GBM_Only,Elizabeth,George Wickham | Miss Darcy | Mrs. Gardiner | Elizabeth | Mr. Darcy | Mr. Gardiner | Lydia,Yes; he introduced us to his sister.,nan,Yes,None,None,None,Elizabeth,1019.0,3.0,2. Discourse: Speaker Continuity,,dialogue tag absent,Nearby,High,Yes,Turn continuation,Mr. Darcy,Elizabeth
PrideAndPrejudice_838,Both_Fail,Mrs. Gardiner,George Wickham | Mrs. Gardiner | Elizabeth | Mr. Darcy | Mr. Gardiner | Mrs. Reynolds,"This fine account of him, is not
quite consistent with his behaviour to our poor friend.",whispered her aunt,No,her,None,whispered,Mrs. Reynolds,839.0,18.0,1. Reference: Coreference and Aliasing,,alias,Nearby,High,Yes,'her aunt',Mrs. Reynolds,Mrs. Reynolds
PrideAndPrejudice_1255,GBM_Only,Elizabeth,Elizabeth | Mr. Darcy | Mr. Bennet | Mrs. Bennet,"You may as well call it impertinence at once. It was very little less.
The fact is, that you were sick of civility, of deference, of officious
attention. You were disgusted with the women who were always speaking
and looking, and thinking for _your_ approbation alone. I roused, and
interested you, because I was so unlike _them_. Had you not been really
amiable you would have hated me for it; but in spite of the pains you
took to disguise yourself, your feelings were always noble and just; and
in your heart, you thoroughly despised the persons who so assiduously
courted you. There--I have saved you the trouble of acc",nan,Yes,None,None,None,Elizabeth,1256.0,3.0,2. Discourse: Speaker Continuity,,dialogue tag absent,Nearby,High,Yes,Turn continuation,Mr. Bennet,Elizabeth
